Entities,Start_index,End_index,Label,Doc_ID,title,description,date,transcriber name,transcript status
PAL,20930,20933,ORG,RG_9_8_110,"Ford, Connie -- Executive Director of the Police Athletic League","Dr. Roscoe C. Brown, Jr. and Connie Ford discuss some of the common activities of the Police Athletic League (PAL), which serves nearly 60,000 New York City boys and girls during the winter and summer months. Their discussion occurs shortly after the Criminal Justice Control Commission provides funding for their YES I CAN (Youth Enrichment Services Through Cooperation and Achievement) program aimed at pre-delinquent boys and girls.",1977-06-22,Ellen Noonan,Finished
Puerto Ricans,21058,21071,PERSON,RG_9_8_110,"Ford, Connie -- Executive Director of the Police Athletic League","Dr. Roscoe C. Brown, Jr. and Connie Ford discuss some of the common activities of the Police Athletic League (PAL), which serves nearly 60,000 New York City boys and girls during the winter and summer months. Their discussion occurs shortly after the Criminal Justice Control Commission provides funding for their YES I CAN (Youth Enrichment Services Through Cooperation and Achievement) program aimed at pre-delinquent boys and girls.",1977-06-22,Ellen Noonan,Finished
Puerto Ricans,22572,22585,PERSON,RG_9_8_110,"Ford, Connie -- Executive Director of the Police Athletic League","Dr. Roscoe C. Brown, Jr. and Connie Ford discuss some of the common activities of the Police Athletic League (PAL), which serves nearly 60,000 New York City boys and girls during the winter and summer months. Their discussion occurs shortly after the Criminal Justice Control Commission provides funding for their YES I CAN (Youth Enrichment Services Through Cooperation and Achievement) program aimed at pre-delinquent boys and girls.",1977-06-22,Ellen Noonan,Finished
PAL,25878,25881,ORG,RG_9_8_110,"Ford, Connie -- Executive Director of the Police Athletic League","Dr. Roscoe C. Brown, Jr. and Connie Ford discuss some of the common activities of the Police Athletic League (PAL), which serves nearly 60,000 New York City boys and girls during the winter and summer months. Their discussion occurs shortly after the Criminal Justice Control Commission provides funding for their YES I CAN (Youth Enrichment Services Through Cooperation and Achievement) program aimed at pre-delinquent boys and girls.",1977-06-22,Ellen Noonan,Finished
PAL,26046,26049,ORG,RG_9_8_110,"Ford, Connie -- Executive Director of the Police Athletic League","Dr. Roscoe C. Brown, Jr. and Connie Ford discuss some of the common activities of the Police Athletic League (PAL), which serves nearly 60,000 New York City boys and girls during the winter and summer months. Their discussion occurs shortly after the Criminal Justice Control Commission provides funding for their YES I CAN (Youth Enrichment Services Through Cooperation and Achievement) program aimed at pre-delinquent boys and girls.",1977-06-22,Ellen Noonan,Finished
Welfare Council,26847,26862,ORG,RG_9_8_110,"Ford, Connie -- Executive Director of the Police Athletic League","Dr. Roscoe C. Brown, Jr. and Connie Ford discuss some of the common activities of the Police Athletic League (PAL), which serves nearly 60,000 New York City boys and girls during the winter and summer months. Their discussion occurs shortly after the Criminal Justice Control Commission provides funding for their YES I CAN (Youth Enrichment Services Through Cooperation and Achievement) program aimed at pre-delinquent boys and girls.",1977-06-22,Ellen Noonan,Finished
PAL,27627,27630,ORG,RG_9_8_110,"Ford, Connie -- Executive Director of the Police Athletic League","Dr. Roscoe C. Brown, Jr. and Connie Ford discuss some of the common activities of the Police Athletic League (PAL), which serves nearly 60,000 New York City boys and girls during the winter and summer months. Their discussion occurs shortly after the Criminal Justice Control Commission provides funding for their YES I CAN (Youth Enrichment Services Through Cooperation and Achievement) program aimed at pre-delinquent boys and girls.",1977-06-22,Ellen Noonan,Finished
Connie Ford,27699,27710,PERSON,RG_9_8_110,"Ford, Connie -- Executive Director of the Police Athletic League","Dr. Roscoe C. Brown, Jr. and Connie Ford discuss some of the common activities of the Police Athletic League (PAL), which serves nearly 60,000 New York City boys and girls during the winter and summer months. Their discussion occurs shortly after the Criminal Justice Control Commission provides funding for their YES I CAN (Youth Enrichment Services Through Cooperation and Achievement) program aimed at pre-delinquent boys and girls.",1977-06-22,Ellen Noonan,Finished
Connie Ford,27800,27811,PERSON,RG_9_8_110,"Ford, Connie -- Executive Director of the Police Athletic League","Dr. Roscoe C. Brown, Jr. and Connie Ford discuss some of the common activities of the Police Athletic League (PAL), which serves nearly 60,000 New York City boys and girls during the winter and summer months. Their discussion occurs shortly after the Criminal Justice Control Commission provides funding for their YES I CAN (Youth Enrichment Services Through Cooperation and Achievement) program aimed at pre-delinquent boys and girls.",1977-06-22,Ellen Noonan,Finished
PAL,27846,27849,ORG,RG_9_8_110,"Ford, Connie -- Executive Director of the Police Athletic League","Dr. Roscoe C. Brown, Jr. and Connie Ford discuss some of the common activities of the Police Athletic League (PAL), which serves nearly 60,000 New York City boys and girls during the winter and summer months. Their discussion occurs shortly after the Criminal Justice Control Commission provides funding for their YES I CAN (Youth Enrichment Services Through Cooperation and Achievement) program aimed at pre-delinquent boys and girls.",1977-06-22,Ellen Noonan,Finished
Roscoe C. Brown,4,19,PERSON,RG_9_8_42,"Bryant, Linda -- Director of the Just Above Midtown Gallery","Dr. Roscoe C. Brown, Jr. and Linda Bryant discuss the opening of the Just Above Midtown Gallery at 50 West 57 Street, a gallery formed to promote 20th-century Afro-American artists.",1974-12-03,Susanne Javorski,Finished
David Hammons,61,74,PERSON,RG_9_8_42,"Bryant, Linda -- Director of the Just Above Midtown Gallery","Dr. Roscoe C. Brown, Jr. and Linda Bryant discuss the opening of the Just Above Midtown Gallery at 50 West 57 Street, a gallery formed to promote 20th-century Afro-American artists.",1974-12-03,Susanne Javorski,Finished
Dan Concholar,76,89,PERSON,RG_9_8_42,"Bryant, Linda -- Director of the Just Above Midtown Gallery","Dr. Roscoe C. Brown, Jr. and Linda Bryant discuss the opening of the Just Above Midtown Gallery at 50 West 57 Street, a gallery formed to promote 20th-century Afro-American artists.",1974-12-03,Susanne Javorski,Finished
Valerie Maynard,91,106,PERSON,RG_9_8_42,"Bryant, Linda -- Director of the Just Above Midtown Gallery","Dr. Roscoe C. Brown, Jr. and Linda Bryant discuss the opening of the Just Above Midtown Gallery at 50 West 57 Street, a gallery formed to promote 20th-century Afro-American artists.",1974-12-03,Susanne Javorski,Finished
Russ Thompson,108,121,PERSON,RG_9_8_42,"Bryant, Linda -- Director of the Just Above Midtown Gallery","Dr. Roscoe C. Brown, Jr. and Linda Bryant discuss the opening of the Just Above Midtown Gallery at 50 West 57 Street, a gallery formed to promote 20th-century Afro-American artists.",1974-12-03,Susanne Javorski,Finished
Suzanne Jackson,126,141,PERSON,RG_9_8_42,"Bryant, Linda -- Director of the Just Above Midtown Gallery","Dr. Roscoe C. Brown, Jr. and Linda Bryant discuss the opening of the Just Above Midtown Gallery at 50 West 57 Street, a gallery formed to promote 20th-century Afro-American artists.",1974-12-03,Susanne Javorski,Finished
Linda Bryant,219,231,PERSON,RG_9_8_42,"Bryant, Linda -- Director of the Just Above Midtown Gallery","Dr. Roscoe C. Brown, Jr. and Linda Bryant discuss the opening of the Just Above Midtown Gallery at 50 West 57 Street, a gallery formed to promote 20th-century Afro-American artists.",1974-12-03,Susanne Javorski,Finished
the WNBC Community Affairs Department,459,496,ORG,RG_9_8_42,"Bryant, Linda -- Director of the Just Above Midtown Gallery","Dr. Roscoe C. Brown, Jr. and Linda Bryant discuss the opening of the Just Above Midtown Gallery at 50 West 57 Street, a gallery formed to promote 20th-century Afro-American artists.",1974-12-03,Susanne Javorski,Finished
the Institute of Afro-American Affairs,517,555,ORG,RG_9_8_42,"Bryant, Linda -- Director of the Just Above Midtown Gallery","Dr. Roscoe C. Brown, Jr. and Linda Bryant discuss the opening of the Just Above Midtown Gallery at 50 West 57 Street, a gallery formed to promote 20th-century Afro-American artists.",1974-12-03,Susanne Javorski,Finished
New York University,559,578,ORG,RG_9_8_42,"Bryant, Linda -- Director of the Just Above Midtown Gallery","Dr. Roscoe C. Brown, Jr. and Linda Bryant discuss the opening of the Just Above Midtown Gallery at 50 West 57 Street, a gallery formed to promote 20th-century Afro-American artists.",1974-12-03,Susanne Javorski,Finished
Roscoe C. Brown,652,667,PERSON,RG_9_8_42,"Bryant, Linda -- Director of the Just Above Midtown Gallery","Dr. Roscoe C. Brown, Jr. and Linda Bryant discuss the opening of the Just Above Midtown Gallery at 50 West 57 Street, a gallery formed to promote 20th-century Afro-American artists.",1974-12-03,Susanne Javorski,Finished
the Institute of Afro-American Affairs,689,727,ORG,RG_9_8_42,"Bryant, Linda -- Director of the Just Above Midtown Gallery","Dr. Roscoe C. Brown, Jr. and Linda Bryant discuss the opening of the Just Above Midtown Gallery at 50 West 57 Street, a gallery formed to promote 20th-century Afro-American artists.",1974-12-03,Susanne Javorski,Finished
